"","name","budget","company","country","director","genre","gross","rating","released","runtime","score","star","votes","writer","year","number of reviews"
"151","Alpha and Omega",2e+07,"Lions Gate Family Entertainment","USA","Anthony Bell","Animation","25077977.0","PG","2010-09-17",90,"5.3","Hayden Panettiere","11636","Chris Denk",2010,84
"152","Alvin and the Chipmunks",6e+07,"Fox 2000 Pictures","USA","Tim Hill","Animation","217326974.0","PG","2007-12-14",92,"5.2","Jason Lee","62132","Jon Vitti",2007,146
"153","Alvin and the Chipmunks: Chipwrecked",7.5e+07,"Fox 2000 Pictures","USA","Mike Mitchell","Animation","133110742.0","G","2011-12-16",87,"4.4","Justin Long","24939","Jonathan Aibel",2011,56
"154","Alvin and the Chipmunks: The Road Chip",9e+07,"Fox 2000 Pictures","USA","Walt Becker","Animation","85886987.0","PG","2015-12-18",100,"5.1","Jason Lee","12069","Ross Bagdasarian",2015,53
"155","Alvin and the Chipmunks: The Squeakquel",7.5e+07,"Fox 2000 Pictures","USA","Betty Thomas","Animation","219614612.0","PG","2009-12-23",88,"4.5","Jason Lee","34731","Jon Vitti",2009,98
"156","America's Sweethearts",4.6e+07,"Revolution Studios","USA","Joe Roth","Comedy","93607673.0","PG-13","2001-07-20",102,"5.7","Julia Roberts","49618","Billy Crystal",2001,343
"157","American Beauty",1.5e+07,"DreamWorks","USA","Sam Mendes","Drama","130096601.0","R","1999-10-01",122,"8.4","Kevin Spacey","899755","Alan Ball",1999,2715
"158","American Dreamz",1.7e+07,"Universal Pictures","USA","Paul Weitz","Comedy","7191830.0","PG-13","2006-04-21",107,"5.5","Hugh Grant","23173","Paul Weitz",2006,217
"159","American Gangster",1e+08,"Universal Pictures","USA","Ridley Scott","Biography","130164645.0","R","2007-11-02",157,"7.8","Denzel Washington","342994","Steven Zaillian",2007,458
"160","American History X",7500000,"New Line Cinema","USA","Tony Kaye","Crime","6719864.0","R","1998-11-20",119,"8.5","Edward Norton","857333","David McKenna",1998,1420
"161","American Hustle",4e+07,"Columbia Pictures","USA","David O. Russell","Crime","150117807.0","R","2013-12-20",138,"7.3","Christian Bale","386428","Eric Warren Singer",2013,751
"162","American Ninja 2: The Confrontation",350000,"Cannon Group","USA","Sam Firstenberg","Action","4000000.0","R","1987-05-01",90,"4.8","Michael Dudikoff","6565","Gary Conway",1987,46
"163","American Outlaws",3.5e+07,"Morgan Creek Productions","USA","Les Mayfield","Action","13264986.0","PG-13","2001-08-17",94,"6.0","Colin Farrell","12534","Roderick Taylor",2001,162
"164","American Pie",1.1e+07,"Universal Pictures","USA","Paul Weitz","Comedy","102561004.0","R","1999-07-09",95,"7.0","Jason Biggs","332271","Adam Herz",1999,789
"165","American Pie 2",3e+07,"LivePlanet","USA","J.B. Rogers","Comedy","145103595.0","R","2001-08-10",108,"6.4","Jason Biggs","211629","Adam Herz",2001,431
"166","American Psycho",7e+06,"Am Psycho Productions","USA","Mary Harron","Crime","15070285.0","R","2000-04-14",102,"7.6","Christian Bale","391018","Bret Easton Ellis",2000,1061
"167","American Reunion",5e+07,"Universal Pictures","USA","Jon Hurwitz","Comedy","57011521.0","R","2012-04-06",113,"6.7","Jason Biggs","181067","Jon Hurwitz",2012,181
"168","American Sniper",58800000,"Warner Bros.","USA","Clint Eastwood","Action","350126372.0","R","2015-01-16",133,"7.3","Bradley Cooper","362949","Jason Hall",2014,916
"169","American Wedding",5.5e+07,"Universal Pictures","USA","Jesse Dylan","Comedy","104565114.0","R","2003-08-01",96,"6.3","Jason Biggs","171577","Adam Herz",2003,332
"170","Amistad",3.6e+07,"DreamWorks","USA","Steven Spielberg","Drama","44175394.0","R","1997-12-25",155,"7.3","Djimon Hounsou","60668","David Franzoni",1997,227
"171","Amores Perros",2e+06,"Altavista Films","Mexico","Alejandro González Iñárritu","Drama","5383834.0","R","2001-04-13",154,"8.1","Emilio Echevarría","187814","Guillermo Arriaga",2000,361
"172","Amour",8900000,"Les Films du Losange","Austria","Michael Haneke","Drama","6739492.0","PG-13","2012-09-20",127,"7.9","Jean-Louis Trintignant","77023","Michael Haneke",2012,190
"173","An Alan Smithee Film: Burn Hollywood Burn",1e+07,"Cinergi Pictures Entertainment","USA","Arthur Hiller","Comedy","45779.0","R","1998-02-20",86,"3.5","Ryan O'Neal","3055","Joe Eszterhas",1997,85
"174","An American Haunting",1.4e+07,"Allan Zeman Productions","UK","Courtney Solomon","Horror","16298046.0","PG-13","2006-05-05",83,"5.0","Donald Sutherland","22973","Brent Monahan",2005,747
"175","An Ideal Husband",1.4e+07,"Arts Council of England","UK","Oliver Parker","Comedy","18535191.0","PG-13","1999-06-30",97,"6.9","Rupert Everett","13547","Oscar Wilde",1999,132
"176","An Unfinished Life",3e+07,"Miramax","USA","Lasse Hallström","Adventure","8586392.0","PG-13","2005-09-16",108,"7.0","Jennifer Lopez","25594","Mark Spragg",2005,152
"177","Anaconda",4.5e+07,"Cinema Line Film Corporation","USA","Luis Llosa","Action","65885767.0","PG-13","1997-04-11",89,"4.7","Jon Voight","79593","Hans Bauer",1997,271
"178","Anacondas: The Hunt for the Blood Orchid",2.5e+07,"Screen Gems","USA","Dwight H. Little","Action","32238923.0","PG-13","2004-08-27",97,"4.6","Morris Chestnut","23961","Hans Bauer",2004,144
"179","Analyze That",6e+07,"Warner Bros.","USA","Harold Ramis","Comedy","32122249.0","R","2002-12-06",96,"5.9","Robert De Niro","73442","Kenneth Lonergan",2002,138
"180","Analyze This",8e+07,"Village Roadshow Pictures","USA","Harold Ramis","Comedy","106885658.0","R","1999-03-05",103,"6.7","Robert De Niro","130447","Kenneth Lonergan",1999,337
"181","Anastasia",5e+07,"Twentieth Century Fox Film Corporation","USA","Don Bluth","Animation","58406347.0","G","1997-11-21",94,"7.1","Meg Ryan","94409","Susan Gauthier",1997,191
"182","Anchorman 2: The Legend Continues",5e+07,"Paramount Pictures","USA","Adam McKay","Comedy","127352707.0","PG-13","2013-12-18",119,"6.3","Will Ferrell","142452","Will Ferrell",2013,346
"183","Anchorman: The Legend of Ron Burgundy",2.6e+07,"DreamWorks","USA","Adam McKay","Comedy","85288303.0","PG-13","2004-07-09",94,"7.2","Will Ferrell","286238","Will Ferrell",2004,577
"184","And So It Goes",1.8e+07,"ASIG Productions","USA","Rob Reiner","Comedy","15155772.0","PG-13","2014-07-25",94,"5.8","Michael Douglas","10327","Mark Andrus",2014,48
"185","Angel Eyes",5.3e+07,"Franchise Pictures","USA","Luis Mandoki","Drama","24044532.0","R","2001-05-18",102,"5.6","Jennifer Lopez","20298","Gerald Di Pego",2001,180
"186","Angela's Ashes",5e+07,"David Brown Productions","USA","Alan Parker","Drama","13038660.0","R","2000-01-21",145,"7.3","Emily Watson","17953","Frank McCourt",1999,163
"187","Angels & Demons",1.5e+08,"Columbia Pictures","USA","Ron Howard","Mystery","133375846.0","PG-13","2009-05-15",138,"6.7","Tom Hanks","232877","David Koepp",2009,435
"188","Anna and the King",9.2e+07,"Fox 2000 Pictures","USA","Andy Tennant","Drama","39263420.0","PG-13","1999-12-17",148,"6.7","Jodie Foster","32493","Anna Leonowens",1999,217
"189","Anna Karenina",3.5e+07,"Icon Entertainment International","USA","Bernard Rose","Drama","791830.0","PG-13","1997-04-04",108,"6.4","Sophie Marceau","4851","Leo Tolstoy",1997,226
"190","Annabelle",6500000,"New Line Cinema","USA","John R. Leonetti","Horror","84273813.0","R","2014-10-03",99,"5.4","Ward Horton","99635","Gary Dauberman",2014,291
"191","Annie",6.5e+07,"Marcy Media","USA","Will Gluck","Comedy","85911262.0","PG","2014-12-19",118,"5.3","Quvenzhané Wallis","28204","Will Gluck",2014,213
"192","Anomalisa",8e+06,"Harmonius Claptrap","USA","Duke Johnson","Animation","3442820.0","R","2016-02-05",90,"7.2","David Thewlis","47499","Charlie Kaufman",2015,140
"193","Anonymous",3e+07,"Columbia Pictures","UK","Roland Emmerich","Drama","4463292.0","PG-13","2011-12-02",130,"6.9","Rhys Ifans","36079","John Orloff",2011,136
"194","Another Earth",1e+05,"Artists Public Domain","USA","Mike Cahill","Drama","1316074.0","PG-13","2011-10-12",92,"7.0","Brit Marling","78957","Mike Cahill",2011,228
"195","Ant-Man",1.3e+08,"Gary Sanchez Productions","USA","Peyton Reed","Action","180202163.0","PG-13","2015-07-17",117,"7.3","Paul Rudd","388417","Edgar Wright",2015,549
"196","Antitrust",3e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Peter Howitt","Action","10965209.0","PG-13","2001-01-12",105,"6.1","Ryan Phillippe","26399","Howard Franklin",2001,221
"197","Antwone Fisher",12500000,"Fox Searchlight Pictures","USA","Denzel Washington","Biography","21078145.0","PG-13","2003-01-10",120,"7.3","Denzel Washington","28371","Antwone Fisher",2002,159
"198","Antz",1.05e+08,"DreamWorks","USA","Eric Darnell","Animation","90757863.0","PG","1998-10-02",83,"6.6","Woody Allen","131396","Todd Alcott",1998,289
"199","Any Given Sunday",5.5e+07,"Warner Bros.","USA","Oliver Stone","Drama","75530832.0","R","1999-12-22",162,"6.8","Al Pacino","101796","Daniel Pyne",1999,452
"200","Anything Else",1.8e+07,"DreamWorks","USA","Woody Allen","Comedy","3203044.0","R","2003-09-19",108,"6.4","Woody Allen","26603","Woody Allen",2003,155
"201","Anywhere But Here",2.3e+07,"Fox 2000 Pictures","USA","Wayne Wang","Comedy","18653615.0","PG-13","1999-11-12",114,"6.2","Susan Sarandon","15423","Mona Simpson",1999,103
"202","Apocalypto",4e+07,"Icon Entertainment International","USA","Mel Gibson","Action","50866635.0","R","2006-12-08",139,"7.8","Gerardo Taracena","252584","Mel Gibson",2006,1043
"203","Apollo 13",5.2e+07,"Universal Pictures","USA","Ron Howard","Adventure","173837933.0","PG","1995-06-30",140,"7.6","Tom Hanks","224635","Jim Lovell",1995,296
"204","Apollo 18",5e+06,"Dimension Films","USA","Gonzalo López-Gallego","Horror","17686929.0","PG-13","2011-09-02",86,"5.2","Warren Christie","49108","Brian Miller",2011,323
"205","Appaloosa",2e+07,"New Line Cinema","USA","Ed Harris","Crime","20207003.0","R","2008-10-03",115,"6.8","Ed Harris","52814","Robert Knott",2008,202
"206","April Fool's Day",5e+06,"Paramount Pictures","USA","Fred Walton","Horror","12947763.0","R","1986-03-28",89,"6.2","Deborah Foreman","11458","Danilo Bach",1986,125
"207","Aquamarine",1.2e+07,"Fox 2000 Pictures","USA","Elizabeth Allen Rosenbaum","Comedy","18595716.0","PG","2006-03-03",100,"5.3","Emma Roberts","33023","John Quaintance",2006,150
"208","Arachnophobia",3.1e+07,"Hollywood Pictures","USA","Frank Marshall","Comedy","53208180.0","PG-13","1990-07-18",103,"6.4","Jeff Daniels","53559","Don Jakoby",1990,136
"209","Arbitrage",1.2e+07,"Lionsgate","USA","Nicholas Jarecki","Drama","7918283.0","R","2012-09-14",107,"6.6","Richard Gere","44196","Nicholas Jarecki",2012,145
"210","Are We There Yet?",3.2e+07,"Revolution Studios","USA","Brian Levant","Adventure","82674398.0","PG","2005-01-21",95,"4.6","Ice Cube","24485","Steven Gary Banks",2005,149
"211","Argo",44500000,"Warner Bros.","USA","Ben Affleck","Adventure","136025503.0","R","2012-10-12",120,"7.7","Ben Affleck","491286","Chris Terrio",2012,695
"212","Arlington Road",3.1e+07,"Screen Gems","USA","Mark Pellington","Crime","24362501.0","R","1999-07-09",117,"7.2","Jeff Bridges","73152","Ehren Kruger",1999,591
"213","Armageddon",1.4e+08,"Touchstone Pictures","USA","Michael Bay","Action","201573391.0","PG-13","1998-07-01",151,"6.6","Bruce Willis","344203","Jonathan Hensleigh",1998,1171
"214","Armored",2.7e+07,"Screen Gems","USA","Nimród Antal","Action","15988876.0","PG-13","2009-12-04",88,"5.7","Columbus Short","27251","James V. Simpson",2009,110
"215","Army of Darkness",1.1e+07,"Dino De Laurentiis Company","USA","Sam Raimi","Comedy","11502976.0","R","1993-02-19",81,"7.6","Bruce Campbell","139216","Sam Raimi",1992,604
"216","Around the World in 80 Days",1.1e+08,"Walden Media","USA","Frank Coraci","Action","24008137.0","PG","2004-06-16",120,"5.8","Jackie Chan","73536","Jules Verne",2004,191
"217","Around the World in 80 Days",1.1e+08,"Walden Media","USA","Frank Coraci","Action","24008137.0","PG","2004-06-16",120,"5.8","Jackie Chan","73536","Jules Verne",2004,191
"218","Arthur and the Invisibles",8.6e+07,"EuropaCorp","France","Luc Besson","Animation","15132763.0","PG","2007-01-12",94,"6.0","Freddie Highmore","27672","Céline Garcia",2006,64
"219","As Above, So Below",5e+06,"Legendary Entertainment","USA","John Erick Dowdle","Horror","21197315.0","R","2014-08-29",93,"6.2","Perdita Weeks","57343","John Erick Dowdle",2014,211
"220","As Good as It Gets",5e+07,"TriStar Pictures","USA","James L. Brooks","Comedy","148478011.0","PG-13","1997-12-25",139,"7.7","Jack Nicholson","238028","Mark Andrus",1997,470
"221","Assassins",5e+07,"Warner Bros.","France","Richard Donner","Action","30306268.0","R","1995-10-06",132,"6.3","Sylvester Stallone","67317","Lilly Wachowski",1995,84
"222","Assault on Precinct 13",2e+07,"Rogue Pictures","France","Jean-François Richet","Action","19976073.0","R","2005-01-19",109,"6.3","Ethan Hawke","68103","John Carpenter",2005,220
"223","Astro Boy",6.5e+07,"Imagi Animation Studios","Hong Kong","David Bowers","Animation","19548064.0","PG","2009-10-23",94,"6.3","Freddie Highmore","27771","Osamu Tezuka",2009,77
"224","At First Sight",6e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Irwin Winkler","Drama","22365133.0","PG-13","1999-01-15",128,"5.9","Val Kilmer","11819","Oliver Sacks",1999,106
"225","Atlantis: The Lost Empire",1.2e+08,"Walt Disney Feature Animation","USA","Gary Trousdale","Animation","84052762.0","PG","2001-06-15",95,"6.8","Michael J. Fox","80961","Tab Murphy",2001,289
"226","Atonement",3e+07,"Universal Pictures","UK","Joe Wright","Drama","50927067.0","R","2008-01-11",123,"7.8","Keira Knightley","207447","Ian McEwan",2007,581
"227","Attack the Block",1.3e+07,"StudioCanal","UK","Joe Cornish","Action","1024175.0","R","2011-05-13",88,"6.6","John Boyega","87579","Joe Cornish",2011,297
"228","August Rush",3e+07,"Warner Bros.","USA","Kirsten Sheridan","Drama","31655091.0","PG","2007-11-21",114,"7.5","Freddie Highmore","92924","Nick Castle",2007,364
"229","August: Osage County",2.5e+07,"The Weinstein Company","USA","John Wells","Drama","37738503.0","R","2014-01-10",121,"7.2","Meryl Streep","73438","Tracy Letts",2013,285
"230","Austin Powers in Goldmember",6.3e+07,"New Line Cinema","USA","Jay Roach","Action","213307889.0","PG-13","2002-07-26",94,"6.2","Mike Myers","172153","Mike Myers",2002,795
"231","Austin Powers: International Man of Mystery",1.7e+07,"Capella International","USA","Jay Roach","Adventure","53883989.0","PG-13","1997-05-02",94,"7.0","Mike Myers","193479","Mike Myers",1997,425
"232","Austin Powers: The Spy Who Shagged Me",3.3e+07,"New Line Cinema","USA","Jay Roach","Action","206040086.0","PG-13","1999-06-11",95,"6.6","Mike Myers","191205","Mike Myers",1999,784
"233","Australia",1.3e+08,"Twentieth Century Fox Film Corporation","UK","Baz Luhrmann","Adventure","49554002.0","PG-13","2008-11-26",165,"6.6","Nicole Kidman","107593","Stuart Beattie",2008,450
"234","Auto Focus",7e+06,"Focus Puller Inc.","USA","Paul Schrader","Biography","2062066.0","R","2002-11-01",105,"6.6","Greg Kinnear","11759","Robert Graysmith",2002,147
"235","Autumn in New York",6.5e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Joan Chen","Drama","37752931.0","PG-13","2000-08-11",103,"5.5","Richard Gere","21504","Allison Burnett",2000,180
"236","Avatar",2.37e+08,"Twentieth Century Fox Film Corporation","UK","James Cameron","Action","760507625.0","PG-13","2009-12-18",162,"7.8","Sam Worthington","954412","James Cameron",2009,3054
"237","Avengers: Age of Ultron",2.5e+08,"Marvel Studios","USA","Joss Whedon","Action","459005868.0","PG-13","2015-05-01",141,"7.4","Robert Downey Jr.","537832","Joss Whedon",2015,1117
"238","AVP: Alien vs. Predator",6e+07,"Twentieth Century Fox Film Corporation","USA","Paul W.S. Anderson","Action","80282231.0","PG-13","2004-08-13",101,"5.6","Sanaa Lathan","157399","Dan O'Bannon",2004,1283
"239","Awake",8600000,"The Weinstein Company","USA","Joby Harold","Crime","14377198.0","R","2007-11-30",84,"6.5","Hayden Christensen","66246","Joby Harold",2007,196
"240","Away We Go",1.7e+07,"Focus Features","USA","Sam Mendes","Comedy","9451946.0","R","2009-06-26",98,"7.1","John Krasinski","47589","Dave Eggers",2009,115
"241","Baahubali: The Beginning",18026148,"Arka Mediaworks","India","S.S. Rajamouli","Action","6738000.0","Not specified","2015-07-09",159,"8.2","Prabhas","81329","Vijayendra Prasad",2015,410
"242","Babel",2.5e+07,"Paramount Pictures","France","Alejandro González Iñárritu","Drama","34302837.0","R","2006-11-10",143,"7.5","Brad Pitt","257380","Guillermo Arriaga",2006,908
"243","Baby's Day Out",5e+07,"Twentieth Century Fox Film Corporation","USA","Patrick Read Johnson","Adventure","16671505.0","PG","1994-07-01",99,"6.0","Lara Flynn Boyle","36625","John Hughes",1994,78
"244","Baby Boy",1.6e+07,"Columbia Pictures","USA","John Singleton","Crime","28734552.0","R","2001-06-27",130,"6.4","AlexSandra Wright","10533","John Singleton",2001,81
"245","Baby Geniuses",1.2e+07,"Crystal Sky Worldwide","USA","Bob Clark","Comedy","27141959.0","PG","1999-03-12",97,"2.6","Kathleen Turner","21192","Steven Paul",1999,168
"246","Baby Mama",3e+07,"Broadway Video","USA","Michael McCullers","Comedy","60269340.0","PG-13","2008-04-25",100,"6.0","Tina Fey","36032","Michael McCullers",2008,97
"247","Babylon A.D.",7e+07,"Babylon","France","Mathieu Kassovitz","Action","22531698.0","PG-13","2008-08-29",101,"5.6","Vin Diesel","85627","Maurice G. Dantec",2008,214
"248","Bachelorette",3e+06,"Gary Sanchez Productions","USA","Leslye Headland","Comedy","447954.0","R","2013-07-12",87,"5.3","Kirsten Dunst","39857","Leslye Headland",2012,129
"249","Back to the Future Part II",4e+07,"Universal Pictures","USA","Robert Zemeckis","Adventure","118500000.0","PG","1989-11-22",108,"7.8","Michael J. Fox","377402","Robert Zemeckis",1989,327
"250","Back to the Future Part III",4e+07,"Universal Pictures","USA","Robert Zemeckis","Adventure","87727583.0","PG","1990-05-25",118,"7.4","Michael J. Fox","316774","Robert Zemeckis",1990,263
"251","Bad Boys",1.9e+07,"Don Simpson/Jerry Bruckheimer Films","USA","Michael Bay","Action","65807024.0","R","1995-04-07",119,"6.8","Will Smith","186965","George Gallo",1995,203
"252","Bad Boys II",1.3e+08,"Columbia Pictures Corporation","USA","Michael Bay","Action","138608444.0","R","2003-07-18",147,"6.6","Will Smith","190484","George Gallo",2003,511
"253","Bad Company",7e+07,"Touchstone Pictures","USA","Joel Schumacher","Action","30160161.0","PG-13","2002-06-07",116,"5.6","Anthony Hopkins","41284","Gary M. Goodman",2002,189
"254","Bad Grandpa",1.5e+07,"Dickhouse Productions","USA","Jeff Tremaine","Comedy","102003019.0","R","2013-10-25",92,"6.5","Johnny Knoxville","81683","Johnny Knoxville",2013,162
